Marcas,Combustible,Año,Kms,Cv,Provincia,Precio
SEAT Ateca 2.0TDI CR S&S Style DSG 150,Diésel,2022,7.144 km,150 cv,Castellón,29.950 €
LAND-ROVER Range Rover Evoque 2.0D I4 MHEV R-Dynamic S AWD Aut. 163,Diésel,2022,20.033 km,163 cv,Madrid,47.900 €
AUDI A3 Sedán 35TDI S line Stronic,Diésel,2021,20.820 km,150 cv,Barcelona,32.500 €
AUDI A4 35 TDI S line S tronic 120kW,Diésel,2023,7.883 km,163 cv,Córdoba,49.000 €
AUDI A3 Sportback 30TDI Advanced,Diésel,2021,30.565 km,116 cv,Córdoba,30.000 €
AUDI A3 SPORTBACK Genuine edition 35 TDI 110 kW (150 CV),Diésel,2023,5.927 km,150 cv,Córdoba,35.200 €
AUDI Q5 35 TDI S line S tronic,Diésel,2023,10 km,163 cv,Córdoba,53.500 €
AUDI A4 Avant 35 TDI Black line S tronic 120kW,Diésel,2022,24.898 km,163 cv,Córdoba,43.000 €
AUDI Q3 45 TFSI Black line quattro S tronic,Gasolina,2019,61.185 km,230 cv,Barcelona,41.900 €
AUDI Q5 2.0TDI Design 110kW (4.75),Diésel,2018,168.000 km,150 cv,Alicante,28.000 €
PEUGEOT 5008 GT,Gasolina,2019,37.000 km,131 cv,Barcelona,30.900 €
TOYOTA Corolla 1.8 HYBRID ACTIVE TECH E-CVT 5P,Gasolina,2019,63.560 km,122 cv,Madrid,20.500 €
HONDA HR-V SUV 1.5 i-VTEC Elegance Navi CVT,Gasolina,2017,52.126 km,130 cv,Vizcaya,20.900 €
OPEL Corsa Corsa-e GS,Eléctrico,2023,10 km,136 cv,Cantabria,30.990 €
CUPRA Born 150kW 58kwh,Eléctrico,2021,12.100 km,204 cv,Alicante,37.900 €
SEAT León 1.0 TSI S&S Style XS 110,Gasolina,2022,50 km,110 cv,Alicante,22.900 €
SEAT Ateca 2.0TDI CR S&S X-Perience DSG 150,Diésel,2022,29.000 km,150 cv,Alicante,33.500 €
HYUNDAI Tucson 1.6 CRDI 100kW (136CV) 48V Tecno Sky DCT,Híbrido,2022,22.699 km,136 cv,Lugo,35.900 €
SKODA Kodiaq 2.0TDI AB tech Style 4x2 DSG 110kW,Diésel,2023,8.866 km,150 cv,Tarragona,39.800 €
HYUNDAI Tucson 1.6 CRDI 100kW (136CV) 48V Maxx DCT 4x4,Híbrido,2022,12.500 km,136 cv,Lugo,33.900 €
RENAULT Mégane TCe 130 CV EDC Energy Intens,Gasolina,2020,69.443 km,97 cv,Madrid,15.900 €
OPEL Corsa Corsa-e GS,Eléctrico,2023,10 km,136 cv,Zaragoza,22.500 €
OPEL Crossland 1.5D S&S Business Elegance 120 Aut.,Diésel,2021,45.579 km,120 cv,Zaragoza,19.500 €
HYUNDAI Tucson 1.6 CRDI 48V Tecno 2C 4x2,Diésel,2022,16.800 km,136 cv,Huesca,34.900 €
FORD Focus Sportbreak 1.0 Ecoboost ST-Line 125,Gasolina,2022,14.100 km,125 cv,Valencia,23.700 €
DS 7 Crossback BlueHDi DE 96kW (130CV) Auto. So Chic,Diésel,2021,50.447 km,130 cv,Almería,26.990 €
CITROEN C4 1.5 BlueHDI S&S Shine EAT8 130,Diésel,2023,1 km,130 cv,Zaragoza,29.900 €
OPEL Zafira Tourer 1.6CDTi S/S Selective 136,Diésel,2015,125.588 km,136 cv,Pontevedra,13.500 €
RENAULT Scénic Grand  ZEN ENERGY,Gasolina,2019,32.645 km,140 cv,Pontevedra,21.950 €
CITROEN C-Elysée 1.2 PureTech Exclusive 82,Gasolina,2016,80.534 km,82 cv,Asturias,9.286 €
DS 7 Crossback DS7 2.0BlueHDi So Chic Aut.,Diésel,2018,43.250 km,177 cv,Asturias,27.899 €
FORD Puma NUEVO ST LINE X 1.0 EcoBoost mHEV 125cv S6.2,Híbrido,2023,10 km,125 cv,Vizcaya,31.500 €
CITROEN C3 1.2 PureTech S&S Shine 110,Gasolina,2021,63.250 km,110 cv,Pontevedra,14.650 €
DS 7 Crossback DS7 E-Tense Bastille + Aut. 4x2,Híbrido Enchufable,2023,4.969 km,225 cv,Asturias,45.899 €
JEEP Renegade Renegade1.3 PHEV Limited 4x4 Aut. 190,Híbrido Enchufable,2023,10 km,190 cv,Ávila,39.800 €
RENAULT Zoe Zen 50 R135 100kW,Eléctrico,2021,15.545 km,135 cv,Barcelona,25.800 €
SEAT Tarraco 1.5 TSI S&S FR 150,Gasolina,2023,10 km,150 cv,Castellón,37.900 €
MINI Countryman Cooper,Gasolina,2018,24.668 km,136 cv,Valencia,25.890 €
OPEL Astra ST 1.6CDTi Selective 110,Diésel,2017,113.084 km,110 cv,Cantabria,11.590 €
CUPRA Formentor 2.5 TSI 390 VZ5 Taiga Grey DSG 4Drive,Gasolina,2022,9.300 km,390 cv,Guipúzcoa,61.900 €
NISSAN Juke G EU6 86 kW (117 CV) XTRONIC N-CONNECTA,Gasolina,2018,99.420 km,117 cv,Cantabria,15.590 €
NISSAN Juke G EU6 86 kW (117 CV) XTRONIC N-CONNECTA,Gasolina,2018,99.420 km,117 cv,Cantabria,15.590 €
LAND-ROVER Discovery 2.0 TD4 150 CV SPORT AUTOMATICO CON LEVAS,Diésel,2019,77.305 km,150 cv,La Coruña,32.400 €
OPEL Mokka 1.2 T 96kW (130 CV) GS Line Auto,Gasolina,2022,21.932 km,130 cv,Cantabria,22.990 €
VOLKSWAGEN Golf 1.6TDI Last Edition 85kW,Diésel,2020,101.332 km,115 cv,Cantabria,15.990 €
DACIA Duster 1.0 TCE Prestige 4x2 75kW,Gasolina,2020,18.521 km,100 cv,Cantabria,16.990 €
MAZDA Mazda6 2.2DE Style (Navi) 110kW,Diésel,2017,163.776 km,150 cv,Cantabria,13.990 €
OPEL Insignia ST 1.6CDTI S&S Business ecoTEC 136,Diésel,2018,105.356 km,136 cv,Cantabria,13.590 €
CITROEN C3 PureTech 60KW (83CV) Feel,Gasolina,2020,40.609 km,83 cv,Cantabria,13.190 €
JEEP Renegade 1.6Mjt Longitude 4x2 88kW,Diésel,2018,106.110 km,120 cv,Granada,18.400 €
BMW Serie 5 520iA Touring,Gasolina,2020,42.900 km,184 cv,Madrid,35.900 €
BMW Serie 1 120iA,Gasolina,2019,50.901 km,184 cv,Córdoba,24.900 €
FIAT Fiorino Cargo Base N1 1.3 MJet 59 kW (80 CV),Diésel,2019,104.254 km,80 cv,Madrid,9.990 €
OPEL Mokka X 1.4T S&S Innovation 4x2,Gasolina,2019,88.100 km,140 cv,Córdoba,14.900 €
BMW i3 120Ah,Eléctrico,2019,18.370 km,170 cv,Córdoba,22.900 €
VOLKSWAGEN Taigo 1.0 TSI Life 70kW,Gasolina,2022,9.390 km,95 cv,Córdoba,25.300 €
PEUGEOT 2008 1.2 PureTech S&S Allure 100,Gasolina,2023,10 km,100 cv,Castellón,24.900 €
PEUGEOT 3008 225 e-EAT8 Allure,Híbrido,2021,22.928 km,225 cv,Castellón,35.500 €
OPEL Grandland X 1.6 Turbo PHEV  Auto 221kW/300CV GSe,Híbrido,2023,900 km,300 cv,Valencia,54.000 €
AUDI Q3 RS 2.5 TFSI quattro S tronic,Gasolina,2020,42.000 km,400 cv,Valencia,64.900 €
BMW X5 M,Gasolina,2023,37 km,600 cv,Tarragona,159.900 €
CITROEN C3 Aircross Puretech S&S Feel 110,Gasolina,2019,35.345 km,110 cv,Tarragona,16.490 €
CITROEN C5 X 1.2 Puretech Shine EAT8 130,Gasolina,2022,6.258 km,130 cv,Madrid,32.500 €
BMW i4 eDrive40,Eléctrico,2022,11.151 km,340 cv,Tarragona,62.975 €
PEUGEOT 2008 1.2 PureTech S&S Allure 100,Gasolina,2023,1 km,100 cv,Tarragona,23.490 €
AUDI A3 Sportback 35TDI S line S tronic,Diésel,2022,27.115 km,150 cv,Guipúzcoa,32.900 €
AUDI A3 Sportback 30 TFSI Advanced S tronic,Gasolina,2022,28.477 km,110 cv,Guipúzcoa,29.900 €
MINI Countryman Cooper S E ALL4 165 kW (224 CV),Híbrido,2018,100.070 km,224 cv,Córdoba,28.900 €
MINI Countryman Cooper 100 kW (136 CV),Gasolina,2020,28.250 km,136 cv,Córdoba,30.900 €
CITROEN C5 Aircross BlueHDi S&S C-Series 130,Diésel,2022,24.500 km,130 cv,Madrid,27.400 €
TOYOTA Yaris 1.0 Active,Gasolina,2017,31.602 km,69 cv,Zaragoza,14.990 €
PEUGEOT 3008 225 e-EAT8 Allure Pack,Híbrido,2022,5.000 km,225 cv,Sevilla,38.900 €
FIAT Panda 1.0 Gse Cross Hybrid,Gasolina,2023,1 km,70 cv,Sevilla,15.500 €
CITROEN C3 PureTech 60KW (82CV) Feel,Gasolina,2019,80.180 km,82 cv,Sevilla,12.900 €
NISSAN Juke 1.6i Acenta,Gasolina,2014,117.800 km,117 cv,Zaragoza,10.900 €
AUDI Q2 30 TFSI Advanced 81kW,Gasolina,2022,17.900 km,110 cv,Córdoba,31.900 €
AUDI Q5 Sportback 35 TDI S line S tronic,Diésel,2023,3.840 km,163 cv,Córdoba,59.500 €
HONDA Insight 1.3i-VTEC IMA Elegance,Híbrido,2011,68.000 km,98 cv,Madrid,11.700 €
PEUGEOT 3008 1.5L BlueHDi 96kW (130CV) S&S GT Line,Diésel,2018,101.508 km,130 cv,Cantabria,24.990 €
OPEL Corsa Corsa-e GS,Eléctrico,2023,9.900 km,136 cv,Cantabria,30.990 €
VOLKSWAGEN Polo 1.0 TSI Life 70kW,Gasolina,2023,12.000 km,95 cv,Alicante,21.200 €
SEAT Ateca 1.5 EcoTSI S&S Style DSG,Gasolina,2019,37.915 km,150 cv,Tarragona,23.600 €
NISSAN Qashqai DIG-T 103 kW (140 CV) E6D ACENTA,Gasolina,2020,91.735 km,140 cv,Lugo,18.900 €
FORD EcoSport 1.0 EcoBoost ST Line 125,Gasolina,2021,15.966 km,125 cv,Madrid,20.500 €
BMW Serie 4 M4 Coupé Competition,Gasolina,2021,15.900 km,510 cv,Cádiz,106.900 €
CITROEN DS3 Style e-HDi 90 Airdream,Diésel,2013,115.670 km,92 cv,Madrid,9.300 €
OPEL Corsa 1.4 Design Line 90,Gasolina,2018,80.350 km,90 cv,Lugo,11.500 €
OPEL Crossland 1.2 81kW (110CV) GS Line,Gasolina,2021,40.165 km,110 cv,Zaragoza,17.990 €
CITROEN C3 Aircross BlueHDi S&S Shine 110,Diésel,2023,1 km,110 cv,Zaragoza,24.990 €
FIAT 500 Dolcevita 1.0 Hybrid 51KW (70 CV),Híbrido,2023,6 km,69 cv,La Coruña,18.999 €
CITROEN C5 Aircross BlueHDi S&S Shine Pack EAT8 130,Diésel,2022,96 km,130 cv,Zaragoza,35.800 €
VOLKSWAGEN T-Cross 1.0 TSI Advance DSG7 81kW,Gasolina,2022,21.730 km,110 cv,Córdoba,24.500 €
PEUGEOT 5008 - 1.2 PureTech S&S Active Pack 130 EAT8,Gasolina,2021,26.083 km,130 cv,Valencia,32.500 €
HONDA Jazz 1.3 i-VTEC Elegance,Gasolina,2017,54.245 km,102 cv,Albacete,14.700 €
MASERATI Ghibli 2.0 L4 Hybrid-Gasolina (330CV),Gasolina,2021,19.800 km,330 cv,Zaragoza,64.900 €
FORD Focus 1.0 Ecoboost Trend 100,Gasolina,2018,63.294 km,100 cv,Vizcaya,17.900 €
LEXUS UX 250h Business Navigation 2WD,Híbrido,2019,62.650 km,184 cv,Madrid,26.995 €
PEUGEOT 3008 ALLURE,Diésel,2019,132.800 km,130 cv,Pontevedra,19.500 €
CITROEN C4 X BEV 50 KWH ELECTRIC SHINE 136CV 4P,Eléctrico,2023,10 km,136 cv,Asturias,38.899 €
FORD Kuga NUEVO ST-LINE X 1.5 EcoBoost 110KW (150CV) Euro 6.2,Gasolina,2023,10 km,150 cv,Vizcaya,37.900 €
TOYOTA C-HR 125H Advance,Híbrido,2018,46.404 km,122 cv,Madrid,21.990 €
TOYOTA Yaris 1.0 Active Tech,Gasolina,2019,80.000 km,69 cv,Madrid,15.990 €
FORD Fiesta 1.0 EcoBoost S/S Trend 100,Gasolina,2021,42.398 km,100 cv,Cantabria,14.190 €
NISSAN Qashqai dCi 85 kW (115 CV) E6D TEKNA,Diésel,2020,37.313 km,115 cv,Cantabria,23.990 €
MERCEDES-BENZ Clase A 180CDI Aut.,Diésel,2021,72.541 km,109 cv,Cantabria,26.990 €
MERCEDES-BENZ Clase A 180CDI Aut.,Diésel,2021,72.541 km,109 cv,Cantabria,26.990 €
OPEL Insignia GS 1.6 CDTi 100kW Turbo D Business,Diésel,2018,146.349 km,136 cv,Cantabria,13.990 €
VOLKSWAGEN Polo 1.0 Advance 59kW,Gasolina,2020,35.732 km,80 cv,Cantabria,14.990 €
OPEL Astra 1.6CDTi S/S Selective Pro 110,Diésel,2019,83.145 km,110 cv,Cantabria,12.990 €
RENAULT Arkana 1.6 E-Tech R.S.Line 105kW,Híbrido,2023,9.799 km,145 cv,Vizcaya,31.300 €
LAND-ROVER Range Rover Evoque 2.0D I4 MHEV R-Dynamic S AWD Aut. 163,Diésel,2022,12.200 km,163 cv,Valladolid,49.970 €
HYUNDAI Tucson 1.6 CRDI 100kW (136CV) 48V Style DCT 4X2,Híbrido,2020,95.441 km,136 cv,La Coruña,23.400 €
MERCEDES-BENZ Clase GLA 200d AMG Line,Diésel,2016,46.129 km,136 cv,Barcelona,26.900 €
AUDI A1 Sportback 1.6TDI Attraction,Diésel,2016,135.621 km,116 cv,Sevilla,14.290 €
AUDI A3 Sportback 2.0TDI Design Edition 110kW,Diésel,2017,59.019 km,150 cv,Sevilla,19.890 €
BMW Serie 1 116d,Diésel,2021,45.463 km,116 cv,Córdoba,33.900 €
NISSAN X-Trail 1.3 DIG-T N-Connecta 4x2 DCT,Gasolina,2020,102.920 km,160 cv,Córdoba,23.500 €
VOLKSWAGEN Touareg 3.0TDI V6 R-Line Tiptronic 4Motion 210kW,Diésel,2021,746 km,286 cv,Córdoba,79.900 €
FIAT 500X 1.3Mjt S&S Cult 4x2,Diésel,2019,73.800 km,95 cv,Huelva,17.750 €
SEAT Arona 1.0 TSI S&S FR 110,Gasolina,2022,16.942 km,110 cv,Córdoba,20.900 €
HYUNDAI Kona 1.0 TGDI 48V Klass 4x2,Gasolina,2020,12.000 km,120 cv,Albacete,18.900 €
FORD Puma 1.0 EcoBoost MHEV ST-Line Aut. 125,Gasolina,2021,17.900 km,125 cv,Alicante,23.900 €
FIAT Fiorino Cargo Base 1.3 Mjet 59kW (80CV) E6,Diésel,2018,105.525 km,80 cv,Madrid,8.990 €
SEAT Ateca 2.0TDI CR S&S X-Perience 150,Diésel,2022,20.337 km,150 cv,Tarragona,26.990 €
NISSAN Qashqai DIG-T 103kW N-Connecta,Híbrido,2022,21.227 km,140 cv,Madrid,30.490 €
SKODA Karoq 1.0 TSI Ambition,Gasolina,2019,67.960 km,115 cv,Madrid,18.890 €
RENAULT Mégane 1.5dCi Blue Business 85kW,Diésel,2020,20.984 km,115 cv,Barcelona,20.491 €
NISSAN Juke DIG-T 84 kW (114 CV) 6M/T Acenta,Gasolina,2022,30.849 km,114 cv,Madrid,18.990 €
BMW X3 xDrive 20dA xLine,Diésel,2022,27.647 km,190 cv,Tarragona,55.390 €
AUDI Q5 Sportback 40 TDI quattro-ultra Advanced S tronic 150kW,Diésel,2022,16.793 km,204 cv,Guipúzcoa,49.900 €
FORD Fiesta 1.1 Ti-VCT Trend,Gasolina,2021,15.448 km,75 cv,Vizcaya,15.900 €
MERCEDES-BENZ Clase A 250 4Matic 7G-DCT,Gasolina,2018,49.900 km,224 cv,Burgos,32.900 €
OPEL Grandland X 1.2 Turbo  Auto Ultimate,Gasolina,2021,42.224 km,130 cv,Valencia,22.900 €
HONDA Jazz 1.3 i-VTEC Comfort Navi,Gasolina,2018,73.910 km,102 cv,Madrid,15.500 €
OPEL Insignia 1.5 T XFL S&S 120 Aniversario 140,Gasolina,2019,64.674 km,140 cv,Barcelona,18.400 €
RENAULT Mégane - 1.3 TCe GPF Zen 103kW,Gasolina,2021,31.206 km,140 cv,Valencia,21.700 €
PEUGEOT 3008 SUV 2.0BlueHDi GT S&S EAT8 180,Diésel,2019,131.500 km,180 cv,Zaragoza,21.500 €
NISSAN Qashqai II Acenta (EURO 6d-TEMP) 2018,Gasolina,2018,112.000 km,117 cv,Zaragoza,14.900 €
FORD Kuga 2.0TDCi Auto S&S Titanium 4x2 150,Diésel,2018,128.000 km,150 cv,Badajoz,16.900 €
PEUGEOT 207 1.4HDI FAP Business Line,Diésel,2011,150.000 km,70 cv,Murcia,5.490 €
AUDI A1 Sportback 30 TFSI Advanced S tronic,Gasolina,2022,21.068 km,110 cv,Madrid,24.990 €
AUDI Q4 e-tron S line 40 82kWh 150 kW (204 CV),Eléctrico,2021,20.388 km,204 cv,Córdoba,52.900 €
PEUGEOT 308 1.2 PureTech S&S Allure Pack 130,Gasolina,2023,10 km,130 cv,Álava,25.900 €
OPEL Corsa Corsa-e GS,Eléctrico,2022,10 km,136 cv,Cantabria,30.990 €
CUPRA Formentor 1.5 TSI 150,Gasolina,2022,35.000 km,150 cv,Alicante,26.900 €
AUDI A3 1.0 30 TFSI S TRONIC ADVANCED 110 5,Gasolina,2022,25.514 km,110 cv,Murcia,32.500 €
FORD EcoSport 1.0 EcoBoost ST Line 125,Gasolina,2021,13.214 km,125 cv,Madrid,21.500 €
MERCEDES-BENZ Clase B 180d,Diésel,2022,14.881 km,116 cv,Córdoba,40.400 €
CUPRA León 1.5 eTSI DSG 110kW,Gasolina,2023,1.230 km,150 cv,Tarragona,32.500 €
PEUGEOT 208 1.6BlueHDi Style 100,Diésel,2016,15.000 km,100 cv,Valencia,14.500 €
TOYOTA C-HR 125H Advance,Híbrido,2021,43.348 km,122 cv,Alicante,25.500 €
TOYOTA Corolla 1.8 HYBRID ACTIVE TECH E-CVT 122 5PT,Híbrido,2019,97.510 km,122 cv,Madrid,17.700 €
OPEL Crossland 1.2 81kW (110CV) GS Line,Gasolina,2021,50.340 km,110 cv,Zaragoza,17.500 €
KIA Sportage 1.6 MHEV Business DCT 100kW (136CV) 4X2,Híbrido,2021,36.500 km,136 cv,Tarragona,24.995 €
OPEL Grandland X 1.2 Turbo Ultimate,Gasolina,2022,1 km,130 cv,Zaragoza,29.700 €
AUDI Q2 1.6TDI Design edition 85kW,Diésel,2018,30.100 km,116 cv,Ciudad Real,24.900 €
HYUNDAI Kona 1.6 CRDI Klass 4x2 115,Diésel,2021,127.000 km,115 cv,Murcia,18.400 €
KIA Stonic 1.2 DPi Drive Plus,Gasolina,2022,8.500 km,84 cv,La Coruña,21.890 €
BMW Serie 1 116d,Diésel,2019,96.927 km,116 cv,Valencia,21.690 €
CITROEN C3 Aircross BlueHDi S&S Shine Pack EAT6 120,Diésel,2022,10.851 km,120 cv,Sevilla,19.990 €
MERCEDES-BENZ Clase GLA 250e,Híbrido Enchufable,2021,31.906 km,218 cv,Sevilla,44.490 €
NISSAN Qashqai 1.3 DIG-T mHEV 12V Acenta 4x2 103kW,Gasolina,2022,10.677 km,140 cv,Sevilla,26.590 €
CITROEN C4 X BEV 100 KWH ELECTRIC SHINE 136 4P,Eléctrico,2023,10 km,136 cv,Asturias,37.800 €
DACIA Duster 1.5 DCI LAUREATE 4WD 110CV 5P,Diésel,2015,74.711 km,110 cv,Málaga,12.990 €
FORD Kuga 2.0TDCi Titanium 4x4 Powershift 150,Diésel,2018,136.085 km,150 cv,Sevilla,20.990 €
RENAULT Mégane 1.5dCi Blue Business 85kW,Diésel,2020,99.138 km,115 cv,Sevilla,16.290 €
HYUNDAI Tucson 1.7CRDI BD Klass Nav 4x2,Diésel,2017,81.367 km,115 cv,Pontevedra,17.500 €
INFINITI QX30 2.2d Premium Tech AWD 7DCT,Diésel,2018,57.468 km,170 cv,Sevilla,23.490 €
HYUNDAI Tucson 1.6 CRDI 48V Maxx 4x4 DT,Diésel,2021,107.801 km,136 cv,Sevilla,24.490 €
HYUNDAI Tucson 1.6 CRDI 48V Maxx 4x4 DT,Diésel,2021,107.801 km,136 cv,Sevilla,24.490 €
CITROEN C3 1.2 PureTech S&S Feel 83,Gasolina,2018,17.330 km,82 cv,Asturias,19.900 €
BMW Serie 4 420i Coupé,Gasolina,2019,35.238 km,184 cv,Valencia,37.490 €
PEUGEOT 3008 1.5 BLUE HDI 130 CV ALLURE,Diésel,2019,176.573 km,130 cv,Pontevedra,16.650 €
PEUGEOT 2008 1.2 PureTech S&S Allure 100,Gasolina,2022,21.790 km,100 cv,Sevilla,19.890 €
VOLKSWAGEN Tiguan 1.5 TSI Edition 96kW,Gasolina,2019,70.319 km,130 cv,Sevilla,20.990 €
RENAULT Kadjar 1.5dCi Energy Tech Road 81kW,Diésel,2018,69.092 km,110 cv,Sevilla,16.290 €
MINI Mini Cooper,Gasolina,2020,32.859 km,136 cv,Granada,21.500 €
RENAULT Arkana 1.6 E-Tech R.S.Line 105kW R.S.Line,Híbrido,2022,8.716 km,145 cv,Barcelona,30.960 €
RENAULT Captur TCe Zen 67kW,Gasolina,2022,19.081 km,90 cv,Barcelona,19.853 €
PEUGEOT 2008 1.2 PureTech S&S Allure 100,Gasolina,2022,21.790 km,100 cv,Cantabria,19.890 €
SEAT Ibiza 1.0 EcoTSI S&S Style 95,Gasolina,2017,74.385 km,95 cv,Cantabria,12.990 €
FORD Focus 1.0 Ecoboost Trend+ 125,Gasolina,2019,130.327 km,124 cv,Cantabria,12.290 €
VOLKSWAGEN Golf Variant 1.6TDI Advance DSG7,Diésel,2019,81.754 km,115 cv,Cantabria,15.990 €
RENAULT Clio Blue dCi Business 63kW,Diésel,2020,113.017 km,85 cv,Cantabria,12.690 €
VOLKSWAGEN Polo 1.0 TSI R-Line 70kW,Gasolina,2021,66.348 km,95 cv,Cantabria,17.990 €
NISSAN Qashqai 5P 1.6 DCI 130CV AT,Diésel,2016,121.047 km,130 cv,Almería,20.650 €
OPEL Grandland X 1.2 Turbo Selective,Gasolina,2018,67.314 km,130 cv,Cantabria,16.490 €
FORD Kuga 2.0TDCi Trend 4x4 150,Diésel,2019,114.963 km,150 cv,Cantabria,19.390 €
PEUGEOT 3008 1.6 BlueHDi Style 120,Diésel,2015,140.812 km,121 cv,Cantabria,10.490 €
OPEL Mokka 1.5D S&S GS Line,Diésel,2022,102.292 km,110 cv,Cantabria,18.990 €
SEAT León ST 1.4 TSI ACT S&S Style 150,Gasolina,2016,98.403 km,150 cv,Alicante,16.850 €
MERCEDES-BENZ Clase CLA Shooting Brake 200d 7G-DCT,Diésel,2018,74.712 km,136 cv,Cantabria,23.990 €
FIAT Tipo 1.6 Multijet II Business,Diésel,2019,105.665 km,120 cv,Cantabria,11.390 €
SEAT León ST 1.5 EcoTSI S&S Xcellence DSG7 150,Gasolina,2019,75.976 km,150 cv,Cantabria,19.490 €
MERCEDES-BENZ Clase A 200,Gasolina,2019,65.395 km,163 cv,Barcelona,28.900 €
AUDI A4 Allroad 40 TDI quattro S-Tronic 140kW,Diésel,2020,152.559 km,190 cv,Sevilla,35.890 €
MINI Mini COOPER 5 PUERTAS,Gasolina,2020,63.391 km,136 cv,Cantabria,18.990 €
SEAT Ateca 1.5 EcoTSI S&S X-Perience XM DSG,Gasolina,2022,10 km,150 cv,Córdoba,34.500 €
BMW X5 xDrive 30dA,Diésel,2018,97.221 km,258 cv,Córdoba,49.900 €
RENAULT Scénic Intens Energy TCe 96 kW (130 CV),Gasolina,2017,71.176 km,130 cv,Córdoba,19.900 €
VOLKSWAGEN Golf 1.0 eTSI Life DSG 81kW,Gasolina,2021,77.800 km,110 cv,Málaga,23.900 €
OPEL Astra 1.2T XHT S/S GS 130,Gasolina,2023,10 km,130 cv,Ávila,25.990 €
PEUGEOT 2008 1.2 PureTech S&S GT 130,Gasolina,2023,1 km,130 cv,Tarragona,26.990 €
PEUGEOT 3008 SUV 1.5BlueHDi Allure Pack S&S EAT8 130,Diésel,2023,5 km,130 cv,Tarragona,33.490 €
PEUGEOT 208 GT Eléctrico 100kW,Eléctrico,2023,4.679 km,136 cv,Tarragona,34.990 €
RENAULT Clio E-TECH Híbrido Zen 103kW,Híbrido,2021,51.859 km,140 cv,Tarragona,17.990 €
VOLVO S90 T8 Twin Business Plus AWD Aut.,Híbrido Enchufable,2021,18.106 km,390 cv,Madrid,51.900 €
AUDI A4 35 TFSI Advanced S tronic 110kW,Gasolina,2020,80.193 km,150 cv,Cantabria,22.790 €
AUDI A5 Sportback 45 TDI Sport quattro tiptronic 170kW,Diésel,2019,119.356 km,231 cv,Cantabria,33.990 €
BMW i3,Eléctrico,2016,123.085 km,170 cv,Madrid,17.390 €
FIAT Tipo SW 1.0 City Life,Gasolina,2023,1 km,100 cv,Valencia,19.900 €
CITROEN Nemo Multispace 1.2HDi Seduction 75,Diésel,2015,152.000 km,75 cv,Madrid,7.900 €
CITROEN C3 Aircross BlueHDi S&S Shine EAT6 120,Diésel,2021,20.000 km,120 cv,Madrid,22.500 €
FORD Puma 1.0 ECOBOOST 114KW MHEV ST-LINE X DCT 5P,Híbrido,2022,8.787 km,155 cv,Huelva,29.750 €
AUDI A4 Avant 35 TDI Black line S tronic 120kW,Diésel,2020,68.682 km,163 cv,Barcelona,36.900 €
PEUGEOT 2008 1.2 PureTech S&S Allure Pack 130,Gasolina,2021,19.325 km,130 cv,Barcelona,21.970 €
CITROEN C4 Cactus 1.2 PureTech S&S Feel 110,Gasolina,2017,81.884 km,110 cv,Barcelona,12.690 €
MERCEDES-BENZ Clase A 180 d Compacto,Diésel,2021,14.258 km,116 cv,Madrid,30.900 €
DACIA Sandero TCe Essential 67kW,Gasolina,2021,27.554 km,91 cv,Barcelona,14.250 €
JEEP Compass 1.6 Mjt S FWD,Diésel,2022,3.674 km,130 cv,Sevilla,37.290 €
SEAT Arona 1.0 TSI S&S Style 110,Gasolina,2021,51.000 km,110 cv,Alicante,17.000 €
MERCEDES-BENZ Clase C Coupé 300 9G-Tronic,Gasolina,2018,60.300 km,258 cv,Ciudad Real,37.500 €
TOYOTA C-HR 125H Advance,Híbrido,2019,82.699 km,122 cv,Madrid,22.190 €
FORD Mustang SUV Mach-E First Edition AWD Rango extendido,Eléctrico,2021,16.275 km,351 cv,Madrid,62.500 €
SEAT Ibiza 1.0 TSI S&S Style 115,Gasolina,2020,64.228 km,115 cv,Castellón,15.490 €
VOLKSWAGEN T-Roc 2.0TDI Edition 85kW,Diésel,2022,15.040 km,115 cv,Badajoz,26.500 €
PEUGEOT 208 PureTech 96kW (130CV) EAT8 GT,Gasolina,2021,36.504 km,130 cv,Málaga,20.990 €
AUDI Q3 35 TFSI S line S tronic,Gasolina,2020,55.309 km,150 cv,Barcelona,34.900 €
HYUNDAI Tucson 1.6 CRDI Klass 4x2,Diésel,2022,10.406 km,115 cv,Badajoz,28.300 €
MERCEDES-BENZ Clase S S-CLASS COUPE 4.7 500 4MATIC COUPE 455 2P,Gasolina,2015,133.000 km,455 cv,Murcia,61.900 €
CITROEN C4 BlueHDi 130 S&S EAT8 Feel Pack,Diésel,2023,1 km,131 cv,Zaragoza,28.990 €
PEUGEOT 3008 1.2 PureTech S&S Allure 130,Gasolina,2023,10 km,130 cv,Almería,30.990 €
CITROEN C3 Aircross Puretech S&S Feel 110,Gasolina,2021,50.957 km,110 cv,Zaragoza,16.990 €
BMW X1 xDrive25eA,Híbrido Enchufable,2021,38.897 km,220 cv,Sevilla,33.490 €
CITROEN C4 1.2 PureTech Feel Pack S&S 130,Gasolina,2022,23.643 km,130 cv,Sevilla,20.490 €
VOLKSWAGEN Touareg Prem Eleg 3.0 V6 TDI 210kW Tip 4M,Diésel,2022,30.765 km,286 cv,Sevilla,64.990 €
HYUNDAI i30 1.6CRDi Klass 116,Diésel,2021,34.863 km,116 cv,Sevilla,18.590 €
